employee_name,working_day,hours_of_work,work_from_home,month
5,2,5.81,0,11
6,2,4.78,0,11
7,2,6.33,0,11
8,2,6.57,1,11
9,2,5.9,1,11
10,2,6.77,0,11
11,2,5.34,0,11
12,2,5.42,1,11
13,2,6.54,0,11
14,2,5.31,1,11
15,2,6.0,0,11
16,2,5.92,0,11
17,2,5.61,0,11
18,2,6.62,0,11
1,1,6.84,0,11
2,1,6.74,0,11
3,1,6.18,0,11
4,1,6.5,0,11
5,1,5.07,1,11
6,1,5.59,0,11
7,1,4.73,0,11
8,1,6.16,0,11
9,1,5.11,0,11
10,1,6.77,0,11
11,1,6.55,0,11
12,1,4.81,0,11
13,1,5.58,0,11
14,1,5.98,1,11
15,1,6.75,0,11
16,1,5.55,0,11
17,1,6.11,0,11
18,1,6.6,0,11
1,7,0.0,0,11
2,7,0.0,0,11
3,7,0.0,0,11
4,7,0.0,0,11
5,7,0.0,0,11
6,7,0.0,0,11
7,7,0.0,0,11
8,7,0.0,0,11
9,7,0.0,0,11
10,7,0.0,0,11
11,7,0.0,0,11
12,7,0.0,0,11
13,7,0.0,0,11
14,7,0.0,0,11
15,7,0.0,0,11
16,7,0.0,0,11
17,7,0.0,0,11
18,7,0.0,0,11
1,6,0.0,0,11
2,6,0.0,0,11
3,6,0.0,0,11
4,6,0.0,0,11
5,6,0.0,0,11
6,6,0.0,0,11
7,6,0.0,0,11
8,6,0.0,0,11
9,6,0.0,0,11
10,6,0.0,0,11
11,6,0.0,0,11
12,6,0.0,0,11
13,6,0.0,0,11
14,6,0.0,0,11
15,6,0.0,0,11
16,6,0.0,0,11
17,6,0.0,0,11
18,6,0.0,0,11
1,5,4.77,0,11
2,5,6.43,0,11
3,5,4.56,0,11
4,5,4.93,1,11
5,5,5.62,1,11
6,5,4.53,1,11
7,5,5.39,0,11
8,5,5.31,0,11
9,5,6.49,1,11
10,5,6.67,1,11
11,5,5.81,1,11
12,5,6.13,0,11
13,5,5.62,1,11
14,5,6.54,0,11
15,5,5.96,1,11
16,5,6.24,1,11
17,5,6.9,0,11
18,5,4.86,1,11
1,4,6.44,0,11
2,4,4.5,0,11
3,4,5.62,0,11
4,4,6.18,0,11
5,4,5.39,0,11
6,4,6.77,0,11
7,4,5.21,1,11
8,4,5.26,0,11
9,4,6.86,0,11
10,4,6.87,0,11
11,4,4.81,0,11
12,4,5.43,0,11
13,4,6.79,0,11
14,4,4.68,0,11
15,4,6.44,0,11
16,4,5.72,0,11
17,4,6.79,0,11
18,4,6.58,0,11
1,3,4.74,1,11
2,3,6.86,0,11
3,3,5.69,0,11
4,3,4.53,1,11
5,3,5.71,0,11
6,3,6.46,0,11
7,3,5.35,0,11
8,3,4.56,1,11
9,3,6.48,0,11
10,3,6.28,1,11
11,3,5.66,0,11
12,3,5.54,0,11
13,3,6.63,0,11
14,3,5.35,1,11
15,3,5.45,0,11
16,3,4.53,0,11
17,3,6.34,0,11
18,3,5.53,0,11
1,2,5.91,1,11
2,2,6.69,0,11
3,2,5.59,1,11
4,2,4.8,0,11
5,2,5.86,0,11
6,2,4.63,0,11
7,2,4.98,0,11
8,2,4.95,0,11
9,2,6.98,1,11
10,2,6.59,0,11
11,2,5.32,1,11
12,2,5.92,0,11
13,2,6.83,1,11
14,2,6.23,0,11
15,2,6.16,0,11
16,2,6.1,0,11
17,2,5.7,0,11
18,2,5.83,0,11
1,1,4.85,0,10
2,1,6.21,0,10
3,1,6.05,0,10
4,1,6.67,1,10
5,1,6.14,0,10
6,1,5.5,1,10
7,1,4.58,0,10
8,1,6.66,1,10
9,1,6.32,0,10
10,1,5.04,1,10
11,1,5.46,1,10
12,1,7.0,0,10
13,1,6.11,0,10
14,1,5.21,1,10
15,1,6.0,0,10
16,1,5.72,1,10
17,1,5.57,0,10
18,1,5.01,0,10
1,7,0.0,0,10
2,7,0.0,0,10
3,7,0.0,0,10
4,7,0.0,0,10
5,7,0.0,0,10
6,7,0.0,0,10
7,7,0.0,0,10
8,7,0.0,0,10
9,7,0.0,0,10
10,7,0.0,0,10
11,7,0.0,0,10
12,7,0.0,0,10
13,7,0.0,0,10
14,7,0.0,0,10
15,7,0.0,0,10
16,7,0.0,0,10
17,7,0.0,0,10
18,7,0.0,0,10
1,6,0.0,0,10
2,6,0.0,0,10
3,6,0.0,0,10
4,6,0.0,0,10
5,6,0.0,0,10
6,6,0.0,0,10
7,6,0.0,0,10
8,6,0.0,0,10
9,6,0.0,0,10
10,6,0.0,0,10
11,6,0.0,0,10
12,6,0.0,0,10
13,6,0.0,0,10
14,6,0.0,0,10
15,6,0.0,0,10
16,6,0.0,0,10
17,6,0.0,0,10
18,6,0.0,0,10
1,5,6.88,1,10
2,5,5.4,1,10
3,5,6.45,1,10
4,5,5.94,1,10
5,5,6.05,1,10
6,5,4.65,1,10
7,5,6.38,0,10
8,5,6.21,1,10
9,5,5.58,1,10
10,5,4.61,0,10
11,5,4.76,1,10
12,5,6.82,0,10
13,5,6.87,1,10
14,5,4.65,1,10
15,5,5.28,1,10
16,5,5.11,1,10
17,5,5.65,1,10
18,5,6.61,1,10
1,4,6.33,0,10
2,4,6.71,0,10
3,4,5.11,0,10
4,4,6.8,1,10
5,4,5.99,0,10
6,4,6.7,0,10
7,4,6.54,0,10
8,4,6.9,0,10
9,4,6.11,0,10
10,4,6.15,0,10
11,4,6.44,0,10
12,4,5.69,0,10
13,4,7.0,0,10
14,4,5.73,0,10
15,4,5.7,1,10
16,4,5.91,0,10
17,4,4.97,0,10
18,4,5.04,1,10
1,3,5.94,0,10
2,3,4.54,0,10
3,3,4.82,0,10
4,3,5.8,0,10
5,3,5.65,1,10
6,3,6.9,0,10
7,3,6.0,0,10
8,3,5.91,0,10
9,3,6.79,0,10
10,3,6.89,1,10
11,3,6.21,0,10
12,3,6.46,1,10
13,3,6.18,0,10
14,3,6.77,0,10
15,3,5.1,0,10
16,3,6.8,0,10
17,3,5.4,1,10
18,3,5.08,0,10
1,2,6.05,0,10
2,2,5.83,1,10
3,2,6.43,0,10
4,2,6.2,1,10
5,2,6.02,0,10
6,2,6.39,0,10
7,2,6.91,1,10
8,2,6.19,0,10
9,2,5.32,0,10
10,2,5.9,0,10
11,2,5.84,0,10
12,2,5.4,0,10
13,2,6.95,1,10
14,2,4.65,0,10
15,2,6.24,1,10
16,2,5.38,0,10
17,2,5.27,0,10
18,2,4.67,0,10
1,1,5.3,1,10
2,1,6.67,0,10
3,1,6.47,0,10
4,1,6.02,0,10
5,1,6.68,0,10
6,1,6.42,0,10
7,1,6.48,1,10
8,1,6.49,0,10
9,1,5.63,0,10
10,1,6.58,0,10
11,1,6.16,0,10
12,1,5.93,0,10
13,1,4.94,0,10
14,1,4.83,0,10
15,1,6.17,1,10
16,1,5.43,0,10
17,1,5.25,0,10
18,1,4.96,0,10
1,7,0.0,0,10
2,7,0.0,0,10
3,7,0.0,0,10
4,7,0.0,0,10
5,7,0.0,0,10
6,7,0.0,0,10
7,7,0.0,0,10
8,7,0.0,0,10
9,7,0.0,0,10
10,7,0.0,0,10
11,7,0.0,0,10
12,7,0.0,0,10
13,7,0.0,0,10
14,7,0.0,0,10
15,7,0.0,0,10
16,7,0.0,0,10
17,7,0.0,0,10
18,7,0.0,0,10
1,6,0.0,0,10
2,6,0.0,0,10
3,6,0.0,0,10
4,6,0.0,0,10
5,6,0.0,0,10
6,6,0.0,0,10
7,6,0.0,0,10
8,6,0.0,0,10
9,6,0.0,0,10
10,6,0.0,0,10
11,6,0.0,0,10
12,6,0.0,0,10
13,6,0.0,0,10
14,6,0.0,0,10
15,6,0.0,0,10
16,6,0.0,0,10
17,6,0.0,0,10
18,6,0.0,0,10
1,5,6.18,1,10
2,5,5.31,0,10
3,5,5.48,1,10
4,5,5.34,0,10
5,5,6.45,1,10
6,5,5.5,1,10
7,5,6.14,1,10
8,5,5.16,1,10
9,5,6.19,1,10
10,5,6.29,0,10
11,5,4.67,1,10
12,5,5.39,0,10
13,5,6.56,1,10
14,5,5.39,0,10
15,5,6.0,0,10
16,5,4.84,0,10
17,5,5.48,0,10
18,5,6.88,1,10
1,4,6.12,1,10
2,4,5.22,0,10
3,4,5.81,0,10
4,4,4.59,0,10
5,4,5.51,0,10
6,4,5.84,0,10
7,4,6.96,1,10
8,4,6.64,0,10
9,4,4.61,0,10
10,4,6.08,0,10
11,4,6.78,0,10
12,4,5.41,1,10
13,4,5.46,0,10
14,4,6.32,0,10
15,4,6.87,0,10
16,4,6.44,0,10
17,4,4.55,1,10
18,4,5.32,1,10
1,3,5.54,1,10
2,3,6.77,0,10
3,3,6.07,0,10
4,3,5.11,1,10
5,3,6.06,0,10
6,3,6.85,0,10
7,3,4.74,0,10
8,3,5.48,0,10
9,3,5.51,0,10
10,3,4.92,0,10
11,3,5.06,0,10
12,3,4.7,1,10
13,3,6.0,0,10
14,3,4.68,0,10
15,3,5.65,0,10
16,3,5.55,1,10
17,3,4.82,0,10
18,3,5.93,0,10
1,2,5.56,1,10
2,2,6.34,0,10
3,2,4.78,0,10
4,2,5.09,0,10
5,2,5.63,0,10
6,2,6.95,0,10
7,2,6.16,0,10
8,2,6.91,0,10
9,2,5.22,1,10
10,2,5.19,0,10
11,2,5.99,1,10
12,2,6.8,1,10
13,2,6.54,0,10
14,2,6.46,0,10
15,2,6.7,0,10
16,2,6.2,0,10
17,2,5.1,0,10
18,2,5.55,0,10
1,1,5.66,0,10
2,1,5.03,1,10
3,1,5.57,0,10
4,1,6.59,1,10
5,1,6.38,0,10
6,1,6.15,0,10
7,1,6.63,0,10
8,1,6.96,1,10
9,1,4.67,1,10
10,1,6.23,0,10
11,1,5.94,0,10
12,1,6.06,0,10
13,1,6.2,0,10
14,1,6.53,0,10
15,1,5.92,0,10
16,1,6.57,0,10
17,1,6.38,0,10
18,1,6.7,0,10
1,7,0.0,0,10
2,7,0.0,0,10
3,7,0.0,0,10
4,7,0.0,0,10
5,7,0.0,0,10
6,7,0.0,0,10
7,7,0.0,0,10
8,7,0.0,0,10
9,7,0.0,0,10
10,7,0.0,0,10
11,7,0.0,0,10
12,7,0.0,0,10
13,7,0.0,0,10
14,7,0.0,0,10
15,7,0.0,0,10
16,7,0.0,0,10
17,7,0.0,0,10
18,7,0.0,0,10
1,6,0.0,0,10
2,6,0.0,0,10
3,6,0.0,0,10
4,6,0.0,0,10
5,6,0.0,0,10
6,6,0.0,0,10
7,6,0.0,0,10
8,6,0.0,0,10
9,6,0.0,0,10
10,6,0.0,0,10
11,6,0.0,0,10
12,6,0.0,0,10
13,6,0.0,0,10
14,6,0.0,0,10
15,6,0.0,0,10
16,6,0.0,0,10
17,6,0.0,0,10
18,6,0.0,0,10
1,5,6.0,0,10
2,5,6.28,1,10
3,5,6.05,1,10
4,5,5.33,0,10
5,5,6.22,0,10
6,5,5.75,0,10
7,5,5.69,1,10
8,5,6.74,1,10
9,5,5.76,0,10
10,5,6.98,1,10
11,5,6.58,1,10
12,5,6.6,0,10
13,5,6.95,1,10
14,5,6.16,0,10
15,5,5.12,1,10
16,5,5.2,0,10
17,5,6.11,0,10
18,5,5.45,1,10
1,4,6.41,0,10
2,4,6.99,0,10
3,4,4.68,0,10
4,4,6.02,0,10
5,4,5.7,0,10
6,4,5.11,0,10
7,4,6.92,0,10
8,4,6.4,0,10
9,4,5.65,0,10
10,4,6.78,1,10
11,4,5.36,0,10
12,4,5.84,0,10
13,4,6.77,0,10
14,4,5.4,1,10
15,4,5.36,0,10
16,4,5.98,0,10
17,4,5.46,0,10
18,4,4.68,0,10
1,3,5.68,0,10
2,3,5.99,0,10
3,3,5.57,0,10
4,3,5.53,1,10
5,3,6.97,0,10
6,3,5.58,1,10
7,3,5.96,1,10
8,3,6.77,0,10
9,3,5.41,0,10
10,3,5.31,1,10
11,3,5.51,0,10
12,3,5.74,0,10
13,3,4.64,0,10
14,3,5.25,0,10
15,3,6.33,0,10
16,3,6.55,0,10
17,3,5.0,1,10
18,3,4.88,0,10
1,2,6.62,0,10
2,2,5.16,0,10
3,2,4.72,0,10
4,2,5.9,0,10
5,2,6.92,1,10
6,2,6.56,0,10
7,2,6.02,0,10
8,2,6.62,0,10
9,2,5.13,0,10
10,2,6.56,0,10
11,2,4.7,0,10
12,2,6.24,0,10
13,2,5.02,0,10
14,2,6.91,0,10
15,2,6.9,0,10
16,2,6.24,0,10
17,2,6.2,0,10
18,2,5.98,0,10
1,1,4.78,0,10
2,1,5.07,0,10
3,1,5.16,0,10
4,1,4.57,0,10
5,1,5.56,0,10
6,1,6.73,0,10
7,1,6.42,0,10
8,1,6.09,0,10
9,1,5.3,0,10
10,1,4.69,0,10
11,1,6.6,1,10
12,1,6.71,1,10
13,1,5.8,0,10
14,1,6.01,0,10
15,1,4.66,0,10
16,1,4.52,0,10
17,1,5.35,1,10
18,1,5.48,1,10
1,7,0.0,0,10
2,7,0.0,0,10
3,7,0.0,0,10
4,7,0.0,0,10
5,7,0.0,0,10
6,7,0.0,0,10
7,7,0.0,0,10
8,7,0.0,0,10
9,7,0.0,0,10
10,7,0.0,0,10
11,7,0.0,0,10
12,7,0.0,0,10
13,7,0.0,0,10
14,7,0.0,0,10
15,7,0.0,0,10
16,7,0.0,0,10
17,7,0.0,0,10
18,7,0.0,0,10
1,6,0.0,0,10
2,6,0.0,0,10
3,6,0.0,0,10
4,6,0.0,0,10
5,6,0.0,0,10
6,6,0.0,0,10
7,6,0.0,0,10
8,6,0.0,0,10
9,6,0.0,0,10
10,6,0.0,0,10
11,6,0.0,0,10
12,6,0.0,0,10
13,6,0.0,0,10
14,6,0.0,0,10
15,6,0.0,0,10
16,6,0.0,0,10
17,6,0.0,0,10
18,6,0.0,0,10
1,5,4.71,1,10
2,5,6.7,0,10
3,5,5.61,1,10
4,5,5.89,0,10
5,5,6.88,1,10
6,5,5.47,1,10
7,5,6.69,1,10
8,5,6.49,1,10
9,5,6.38,0,10
10,5,5.91,1,10
11,5,4.65,1,10
12,5,6.57,1,10
13,5,4.59,1,10
14,5,5.61,1,10
15,5,5.46,0,10
16,5,6.54,1,10
17,5,5.16,0,10
18,5,6.5,0,10
1,4,6.52,0,10
2,4,5.09,0,10
3,4,6.47,0,10
4,4,6.22,1,10
5,4,4.97,0,10
6,4,4.59,0,10
7,4,4.87,0,10
8,4,5.29,0,10
9,4,5.62,0,10
10,4,4.71,1,10
11,4,6.21,0,10
12,4,4.91,0,10
13,4,6.94,0,10
14,4,5.97,1,10
15,4,6.31,1,10
16,4,5.75,0,10
17,4,5.67,0,10
18,4,5.17,0,10
1,3,6.65,0,10
2,3,5.13,1,10
3,3,5.17,1,10
4,3,4.55,0,10
5,3,4.81,0,10
6,3,6.1,0,10
7,3,6.31,0,10
8,3,6.84,0,10
9,3,6.06,0,10
10,3,4.64,0,10
11,3,4.95,0,10
12,3,6.35,1,10
13,3,5.76,1,10
14,3,6.09,0,10
15,3,6.96,0,10
16,3,4.88,0,10
17,3,5.12,0,10
18,3,5.44,1,10
1,2,5.81,0,10
2,2,6.37,1,10
3,2,4.66,1,10
4,2,5.69,0,10
5,2,6.75,0,10
6,2,6.75,0,10
7,2,5.79,0,10
8,2,5.3,0,10
9,2,4.81,0,10
10,2,5.58,0,10
11,2,6.26,0,10
12,2,6.5,0,10
13,2,6.47,0,10
14,2,5.66,0,10
15,2,6.01,0,10
16,2,5.8,0,10
17,2,6.5,0,10
18,2,5.9,0,10
1,1,5.31,1,10
2,1,4.7,0,10
3,1,5.92,1,10
4,1,6.76,0,10
5,1,4.82,0,10
6,1,5.09,0,10
7,1,6.25,0,10
8,1,7.0,1,10
9,1,6.88,0,10
10,1,5.66,0,10
11,1,5.77,1,10
12,1,5.66,0,10
13,1,5.56,0,10
14,1,6.96,1,10
15,1,5.55,0,10
16,1,6.94,0,10
17,1,6.05,0,10
18,1,6.3,1,10
1,7,0.0,0,10
2,7,0.0,0,10
3,7,0.0,0,10
4,7,0.0,0,10
5,7,0.0,0,10
6,7,0.0,0,10
7,7,0.0,0,10
8,7,0.0,0,10
9,7,0.0,0,10
10,7,0.0,0,10
11,7,0.0,0,10
12,7,0.0,0,10
13,7,0.0,0,10
14,7,0.0,0,10
15,7,0.0,0,10
16,7,0.0,0,10
17,7,0.0,0,10
18,7,0.0,0,10
1,6,0.0,0,10
2,6,0.0,0,10
3,6,0.0,0,10
4,6,0.0,0,10
5,6,0.0,0,10
6,6,0.0,0,10
7,6,0.0,0,10
8,6,0.0,0,10
9,6,0.0,0,10
10,6,0.0,0,10
11,6,0.0,0,10
12,6,0.0,0,10
13,6,0.0,0,10
14,6,0.0,0,10
15,6,0.0,0,10
16,6,0.0,0,10
17,6,0.0,0,10
18,6,0.0,0,10
1,5,6.57,1,9
2,5,6.94,0,9
3,5,4.6,1,9
4,5,6.7,1,9
5,5,4.68,0,9
6,5,4.79,0,9
7,5,6.21,1,9
8,5,6.55,1,9
9,5,6.86,1,9
10,5,5.88,1,9
11,5,4.97,1,9
12,5,6.26,0,9
13,5,5.59,0,9
14,5,6.29,1,9
15,5,6.84,1,9
16,5,5.41,1,9
17,5,5.29,0,9
18,5,5.16,1,9
1,4,5.95,0,9
2,4,6.97,0,9
3,4,6.87,0,9
4,4,5.17,0,9
5,4,5.56,0,9
6,4,6.47,0,9
7,4,6.23,0,9
8,4,6.45,0,9
9,4,6.09,0,9
10,4,4.64,0,9
11,4,6.97,0,9
12,4,5.97,1,9
13,4,6.85,0,9
14,4,6.47,1,9
15,4,6.5,0,9
16,4,6.7,0,9
17,4,6.22,0,9
18,4,5.86,0,9
1,3,6.85,1,9
2,3,6.95,0,9
3,3,6.39,0,9
4,3,6.96,0,9
5,3,6.77,0,9
6,3,5.89,1,9
7,3,4.79,0,9
8,3,4.54,0,9
9,3,6.02,0,9
10,3,4.65,0,9
11,3,6.69,0,9
12,3,5.9,0,9
13,3,6.94,0,9
14,3,6.26,0,9
15,3,5.52,0,9
16,3,6.76,0,9
17,3,6.14,0,9
18,3,6.85,0,9
1,2,6.15,0,9
2,2,4.62,0,9
3,2,6.63,0,9
4,2,6.3,0,9
5,2,6.59,0,9
6,2,6.99,0,9
7,2,5.28,0,9
8,2,6.96,0,9
9,2,6.11,0,9
10,2,6.48,1,9
11,2,5.55,1,9
12,2,5.21,0,9
13,2,6.27,0,9
14,2,5.86,1,9
15,2,5.49,0,9
16,2,6.55,1,9
17,2,5.11,0,9
18,2,6.78,0,9
1,1,4.59,1,9
2,1,4.81,0,9
3,1,5.79,1,9
4,1,5.51,0,9
5,1,4.85,0,9
6,1,6.92,0,9
7,1,5.83,1,9
8,1,4.98,0,9
9,1,6.94,1,9
10,1,6.0,0,9
11,1,6.76,0,9
12,1,5.91,0,9
13,1,6.18,0,9
14,1,6.48,0,9
15,1,4.54,0,9
16,1,6.13,0,9
17,1,5.88,0,9
18,1,5.62,1,9
1,7,0.0,0,9
2,7,0.0,0,9
3,7,0.0,0,9
4,7,0.0,0,9
5,7,0.0,0,9
6,7,0.0,0,9
7,7,0.0,0,9
8,7,0.0,0,9
9,7,0.0,0,9
10,7,0.0,0,9
11,7,0.0,0,9
12,7,0.0,0,9
13,7,0.0,0,9
14,7,0.0,0,9
15,7,0.0,0,9
16,7,0.0,0,9
17,7,0.0,0,9
18,7,0.0,0,9
1,6,0.0,0,9
2,6,0.0,0,9
3,6,0.0,0,9
4,6,0.0,0,9
5,6,0.0,0,9
6,6,0.0,0,9
7,6,0.0,0,9
8,6,0.0,0,9
9,6,0.0,0,9
10,6,0.0,0,9
11,6,0.0,0,9
12,6,0.0,0,9
13,6,0.0,0,9
14,6,0.0,0,9
15,6,0.0,0,9
16,6,0.0,0,9
17,6,0.0,0,9
18,6,0.0,0,9
1,5,6.87,1,9
2,5,4.64,0,9
3,5,6.0,1,9
4,5,6.13,1,9
5,5,4.8,0,9
6,5,6.85,1,9
7,5,5.73,0,9
8,5,4.87,0,9
9,5,6.01,1,9
10,5,4.89,0,9
11,5,5.52,1,9
12,5,5.05,1,9
13,5,5.17,0,9
14,5,6.68,0,9
15,5,4.78,0,9
16,5,4.74,1,9
17,5,5.57,1,9
18,5,5.18,1,9
1,4,5.13,0,9
2,4,4.78,0,9
3,4,4.59,0,9
4,4,6.73,1,9
5,4,6.56,1,9
6,4,4.86,0,9
7,4,5.4,1,9
8,4,6.48,0,9
9,4,6.57,0,9
10,4,5.84,0,9
11,4,5.72,0,9
12,4,6.56,0,9
13,4,4.78,0,9
14,4,5.15,1,9
15,4,6.38,1,9
16,4,5.89,1,9
17,4,5.38,0,9
18,4,6.52,1,9
1,3,5.63,0,9
2,3,6.13,0,9
3,3,4.84,1,9
4,3,4.77,0,9
5,3,5.33,0,9
6,3,4.62,0,9
7,3,5.29,0,9
8,3,4.87,0,9
9,3,6.2,0,9
10,3,4.8,0,9
11,3,6.79,0,9
12,3,5.59,1,9
13,3,5.99,1,9
14,3,5.45,0,9
15,3,6.45,0,9
16,3,5.79,0,9
17,3,6.24,0,9
18,3,6.72,0,9
1,2,5.18,1,9
2,2,6.15,0,9
3,2,6.6,0,9
4,2,6.24,0,9
5,2,5.64,0,9
6,2,6.89,1,9
7,2,5.29,0,9
8,2,6.04,0,9
9,2,5.52,1,9
10,2,6.56,0,9
11,2,6.34,0,9
12,2,5.03,1,9
13,2,6.83,0,9
14,2,6.37,0,9
15,2,5.6,1,9
16,2,4.98,0,9
17,2,5.8,0,9
18,2,6.5,0,9
1,1,6.42,0,9
2,1,4.81,0,9
3,1,6.61,0,9
4,1,5.95,1,9
5,1,6.23,0,9
6,1,6.58,0,9
7,1,5.34,0,9
8,1,5.96,1,9
9,1,4.84,0,9
10,1,6.75,0,9
11,1,4.8,1,9
12,1,5.19,0,9
13,1,6.47,0,9
14,1,4.77,0,9
15,1,6.46,0,9
16,1,6.65,0,9
17,1,6.06,0,9
18,1,5.71,1,9
1,7,0.0,0,9
2,7,0.0,0,9
3,7,0.0,0,9
4,7,0.0,0,9
5,7,0.0,0,9
6,7,0.0,0,9
7,7,0.0,0,9
8,7,0.0,0,9
9,7,0.0,0,9
10,7,0.0,0,9
11,7,0.0,0,9
12,7,0.0,0,9
13,7,0.0,0,9
14,7,0.0,0,9
15,7,0.0,0,9
16,7,0.0,0,9
17,7,0.0,0,9
18,7,0.0,0,9
1,6,0.0,0,9
2,6,0.0,0,9
3,6,0.0,0,9
4,6,0.0,0,9
5,6,0.0,0,9
6,6,0.0,0,9
7,6,0.0,0,9
8,6,0.0,0,9
9,6,0.0,0,9
10,6,0.0,0,9
11,6,0.0,0,9
12,6,0.0,0,9
13,6,0.0,0,9
14,6,0.0,0,9
15,6,0.0,0,9
16,6,0.0,0,9
17,6,0.0,0,9
18,6,0.0,0,9
1,5,5.5,1,9
2,5,5.6,0,9
3,5,6.36,1,9
4,5,5.79,0,9
5,5,6.06,1,9
6,5,6.69,0,9
7,5,4.66,0,9
8,5,6.32,1,9
9,5,6.57,1,9
10,5,5.38,1,9
11,5,4.88,1,9
12,5,4.96,1,9
13,5,5.54,1,9
14,5,6.31,0,9
15,5,5.79,1,9
16,5,6.39,1,9
17,5,5.82,1,9
18,5,6.36,1,9
1,4,6.61,0,9
2,4,6.3,0,9
3,4,6.53,0,9
4,4,5.81,0,9
5,4,5.58,0,9
6,4,6.7,0,9
7,4,6.06,0,9
8,4,4.84,0,9
9,4,4.85,1,9
10,4,5.89,1,9
11,4,6.96,0,9
12,4,4.89,0,9
13,4,6.41,0,9
14,4,6.79,1,9
15,4,4.71,1,9
16,4,6.34,0,9
17,4,6.38,1,9
18,4,5.61,0,9
1,3,5.94,1,9
2,3,6.71,0,9
3,3,6.99,0,9
4,3,6.18,1,9
5,3,6.26,1,9
6,3,4.65,1,9
7,3,6.36,0,9
8,3,6.39,0,9
9,3,6.71,0,9
10,3,6.92,1,9
11,3,6.75,0,9
12,3,6.98,0,9
13,3,6.77,0,9
14,3,4.81,0,9
15,3,4.58,0,9
16,3,4.68,1,9
17,3,5.33,0,9
18,3,6.22,0,9
1,2,5.29,0,9
2,2,5.13,0,9
3,2,4.89,0,9
4,2,4.96,0,9
5,2,6.1,0,9
6,2,5.8,0,9
7,2,4.9,1,9
8,2,5.33,0,9
9,2,5.44,0,9
10,2,4.54,0,9
11,2,6.18,1,9
12,2,6.22,0,9
13,2,6.89,0,9
14,2,4.83,1,9
15,2,6.45,1,9
16,2,6.8,0,9
17,2,6.42,0,9
18,2,5.24,0,9
1,1,4.99,0,9
2,1,5.28,0,9
3,1,6.28,0,9
4,1,5.05,1,9
5,1,6.7,1,9
6,1,6.42,0,9
7,1,5.32,0,9
8,1,5.41,0,9
9,1,6.0,0,9
10,1,4.5,1,9
11,1,5.3,0,9
12,1,5.65,0,9
13,1,5.19,0,9
14,1,6.62,0,9
15,1,4.65,0,9
16,1,5.02,0,9
17,1,4.79,0,9
18,1,4.71,0,9
1,7,0.0,0,9
2,7,0.0,0,9
3,7,0.0,0,9
4,7,0.0,0,9
5,7,0.0,0,9
6,7,0.0,0,9
7,7,0.0,0,9
8,7,0.0,0,9
9,7,0.0,0,9
10,7,0.0,0,9
11,7,0.0,0,9
12,7,0.0,0,9
13,7,0.0,0,9
14,7,0.0,0,9
15,7,0.0,0,9
16,7,0.0,0,9
17,7,0.0,0,9
18,7,0.0,0,9
1,6,0.0,0,9
2,6,0.0,0,9
3,6,0.0,0,9
4,6,0.0,0,9
5,6,0.0,0,9
6,6,0.0,0,9
7,6,0.0,0,9
8,6,0.0,0,9
9,6,0.0,0,9
10,6,0.0,0,9
11,6,0.0,0,9
12,6,0.0,0,9
13,6,0.0,0,9
14,6,0.0,0,9
15,6,0.0,0,9
16,6,0.0,0,9
17,6,0.0,0,9
18,6,0.0,0,9
1,5,5.28,1,9
2,5,5.07,1,9
3,5,6.36,1,9
4,5,6.98,1,9
5,5,6.18,0,9
6,5,5.56,1,9
7,5,5.12,0,9
8,5,5.71,0,9
9,5,5.06,0,9
10,5,4.72,1,9
11,5,5.44,1,9
12,5,5.42,0,9
13,5,5.24,1,9
14,5,5.61,0,9
15,5,5.78,1,9
16,5,5.89,0,9
17,5,6.5,1,9
18,5,5.44,0,9
1,4,5.77,1,9
2,4,5.78,0,9
3,4,4.97,0,9
4,4,6.59,1,9
5,4,6.98,0,9
6,4,6.77,0,9
7,4,4.75,0,9
8,4,5.02,0,9
9,4,4.69,0,9
10,4,4.66,0,9
11,4,5.74,0,9
12,4,5.18,1,9
13,4,6.75,0,9
14,4,4.75,0,9
15,4,4.67,0,9
16,4,5.14,0,9
17,4,4.74,0,9
18,4,6.12,0,9
1,3,5.31,0,9
2,3,5.05,0,9
3,3,6.82,0,9
4,3,5.62,1,9
5,3,5.48,0,9
6,3,5.18,0,9
7,3,5.58,0,9
8,3,4.95,0,9
9,3,5.6,1,9
10,3,6.65,0,9
11,3,6.3,0,9
12,3,4.9,0,9
13,3,5.5,0,9
14,3,4.8,0,9
15,3,5.77,0,9
16,3,6.63,0,9
17,3,5.51,0,9
18,3,6.95,0,9
1,2,5.42,0,9
2,2,5.02,0,9
3,2,6.02,0,9
4,2,6.99,0,9
5,2,6.73,0,9
6,2,6.76,0,9
7,2,6.6,0,9
8,2,6.06,0,9
9,2,5.5,0,9
10,2,4.53,0,9
11,2,5.18,0,9
12,2,6.47,0,9
13,2,6.55,0,9
14,2,4.85,0,9
15,2,6.16,1,9
16,2,6.32,0,9
17,2,5.68,0,9
18,2,5.2,0,9
1,1,5.61,0,9
2,1,5.31,1,9
3,1,5.79,1,9
4,1,6.53,0,9
5,1,5.63,0,9
6,1,4.55,0,9
7,1,5.47,0,9
8,1,6.54,0,9
9,1,5.35,0,9
10,1,6.19,1,9
11,1,6.1,0,9
12,1,6.43,0,9
13,1,5.64,0,9
14,1,4.78,0,9
15,1,5.69,0,9
16,1,5.65,0,9
